group_id	group_size	sp_in_grp	seed_ortholog_cnt	Styela_clava.pep	human.pep
1230	5	2	5	evm.model.000029F_arrow_pilon.45.update,evm.model.000111F_arrow_pilon.8.update	ENSG00000003989.18,ENSG00000165349.12,ENSG00000139514.13
1231	2	2	2	evm.model.000059F_arrow_pilon.75.update	ENSG00000101361.17
1232	2	2	2	evm.model.000221F_arrow_pilon.17.update	ENSG00000135912.11
1233	5	2	5	MSTRG.6220.update,evm.TU.000308F_arrow_pilon.7,evm.TU.000155F_arrow_pilon.43	ENSG00000172053.18,ENSG00000104320.14
1234	2	2	2	evm.model.000090F_arrow_pilon.60.update	ENSG00000065154.12
1235	5	2	5	evm.model.000214F_arrow_pilon.6.update1,evm.model.000214F_arrow_pilon.6.update2,evm.TU.000072F_arrow_pilon.20,evm.model.000001F_arrow_pilon.145.update	ENSG00000118777.12
1236	2	2	2	evm.model.000497F_arrow_pilon.4.update	ENSG00000132600.18
1237	2	2	2	evm.model.000265F_arrow_pilon.12.update	ENSG00000131725.14
1238	2	2	2	evm.model.000231F_arrow_pilon.39.update	ENSG00000172977.13
1239	2	2	2	evm.model.000023F_arrow_pilon.4.update	ENSG00000184470.21
1240	3	2	3	evm.model.000031F_arrow_pilon.50.update	ENSG00000175634.15,ENSG00000108443.14
1241	2	2	2	evm.model.000200F_arrow_pilon.13.update	ENSG00000122545.21
1242	3	2	3	evm.model.001042F_arrow_pilon.3.update	ENSG00000102882.12,ENSG00000100030.15
1243	2	2	2	evm.model.000436F_arrow_pilon.22.update	ENSG00000138029.14
1244	2	2	2	evm.model.000004F_arrow_pilon.112.update	ENSG00000066279.19
1245	3	2	3	evm.model.000384F_arrow_pilon.12.update,evm.model.000384F_arrow_pilon.13.update	ENSG00000088836.14
1246	2	2	2	evm.model.000018F_arrow_pilon.81.update	ENSG00000124615.20
1247	2	2	2	evm.model.000465F_arrow_pilon.15.update	ENSG00000105607.13
1248	11	2	11	evm.model.000027F_arrow_pilon.29.update	ENSG00000277953.4,ENSG00000276421.4,ENSG00000275117.4,ENSG00000274894.4,ENSG00000275885.4,ENSG00000274144.4,ENSG00000274651.4,ENSG00000277707.4,ENSG00000277154.4,ENSG00000105618.14
1249	4	2	4	MSTRG.12736.update,MSTRG.12737.update	ENSG00000104941.8,ENSG00000111834.13
1250	4	2	4	evm.model.000231F_arrow_pilon.22.update	ENSG00000151292.17,ENSG00000169118.18,ENSG00000133275.16
1251	2	2	2	evm.model.000456F_arrow_pilon.9.update	ENSG00000160584.17
1252	3	2	3	evm.model.000024F_arrow_pilon.76.1.update	ENSG00000136144.12,ENSG00000136161.13
1253	3	2	3	evm.model.000134F_arrow_pilon.45.update	ENSG00000104413.18,ENSG00000103067.14
1254	3	2	3	evm.model.000072F_arrow_pilon.60.update	ENSG00000215041.10,ENSG00000288301.1
1255	3	2	3	evm.model.000088F_arrow_pilon.11.update	ENSG00000184887.14,ENSG00000132640.15
1256	2	2	2	evm.model.000715F_arrow_pilon.11.update	ENSG00000138430.16
1257	2	2	2	evm.model.000816F_arrow_pilon.4.update	ENSG00000165304.8
1258	2	2	2	evm.model.000207F_arrow_pilon.29.update	ENSG00000111581.10
1259	4	2	4	evm.TU.000319F_arrow_pilon.22	ENSG00000154269.15,ENSG00000136960.13,ENSG00000197594.14
1260	2	2	2	MSTRG.6851.update	ENSG00000151229.13
1261	3	2	3	evm.model.000041F_arrow_pilon.11.update	ENSG00000011258.16,ENSG00000100395.15
1262	4	2	4	evm.model.000095F_arrow_pilon.44.update	ENSG00000102024.19,ENSG00000120756.13,ENSG00000136167.15
1263	3	2	3	evm.model.000106F_arrow_pilon.10.update,evm.model.000044F_arrow_pilon.14.update	ENSG00000113161.17
1264	2	2	2	evm.model.000405F_arrow_pilon.21.update	ENSG00000164934.14
1265	3	2	3	evm.model.000387F_arrow_pilon.13.update	ENSG00000165995.23,ENSG00000067191.16
1266	2	2	2	evm.model.000275F_arrow_pilon.18.update	ENSG00000169727.13
1267	3	2	3	evm.TU.000000F_arrow_pilon.114,evm.model.000080F_arrow_pilon.11.update	ENSG00000197170.10
1268	2	2	2	evm.model.000008F_arrow_pilon.100.update	ENSG00000108671.11
1269	2	2	2	evm.model.000042F_arrow_pilon.17.update	ENSG00000168439.17
1270	2	2	2	evm.TU.000021F_arrow_pilon.23	ENSG00000140105.18
1271	2	2	2	evm.TU.000171F_arrow_pilon.8	ENSG00000113790.11
1272	2	2	2	evm.model.000348F_arrow_pilon.8.update	ENSG00000100479.13
1273	3	2	3	evm.model.000498F_arrow_pilon.29.update	ENSG00000155026.16,ENSG00000169402.15
1274	3	2	3	evm.model.000067F_arrow_pilon.86.update	ENSG00000132394.11,ENSG00000284869.2
1275	2	2	2	evm.TU.000092F_arrow_pilon.43	ENSG00000137642.13
1276	2	2	2	evm.model.000114F_arrow_pilon.7.update	ENSG00000198408.14
1277	4	2	4	evm.model.000166F_arrow_pilon.10.update	ENSG00000172354.10,ENSG00000114450.11,ENSG00000078369.18
1278	2	2	2	evm.model.000194F_arrow_pilon.16.update	ENSG00000176927.16
1279	3	2	3	evm.model.000113F_arrow_pilon.37.update	ENSG00000285248.2,ENSG00000196497.17
1280	2	2	2	evm.model.000675F_arrow_pilon.3.update	ENSG00000118514.14
1281	2	2	2	evm.model.000081F_arrow_pilon.20.update	ENSG00000167291.16
1282	3	2	3	evm.model.000137F_arrow_pilon.47.update	ENSG00000284946.1,ENSG00000184056.15
1283	5	2	5	evm.model.000228F_arrow_pilon.10.update,evm.model.000021F_arrow_pilon.7.update	ENSG00000105063.19,ENSG00000110075.15,ENSG00000100239.16
1284	2	2	2	evm.model.000048F_arrow_pilon.44.update	ENSG00000172893.18
1285	2	2	2	evm.model.000309F_arrow_pilon.15.update	ENSG00000142453.12
1286	2	2	2	evm.TU.000023F_arrow_pilon.22	ENSG00000122966.17
1287	4	2	4	evm.model.000048F_arrow_pilon.25.update	ENSG00000102043.16,ENSG00000003987.14,ENSG00000139505.12
1288	2	2	2	evm.TU.000119F_arrow_pilon.23	ENSG00000073169.15
1289	2	2	2	MSTRG.6242.update	ENSG00000166111.10
1290	2	2	2	evm.model.000542F_arrow_pilon.6.update	ENSG00000141452.10
1291	2	2	2	evm.model.000463F_arrow_pilon.9.update	ENSG00000156709.15
1292	4	2	4	evm.model.000076F_arrow_pilon.23.update,evm.model.000076F_arrow_pilon.22.update	ENSG00000170482.17,ENSG00000089057.15
1293	2	2	2	evm.model.000006F_arrow_pilon.42.update	ENSG00000004700.16
1294	2	2	2	evm.model.000130F_arrow_pilon.11.update	ENSG00000068097.16
1295	2	2	2	evm.model.000011F_arrow_pilon.91.update	ENSG00000085998.15
1296	2	2	2	evm.model.000051F_arrow_pilon.22.update	ENSG00000135317.14
1297	2	2	2	evm.TU.000133F_arrow_pilon.2	ENSG00000104853.16
1298	7	2	7	evm.model.000105F_arrow_pilon.61.update	ENSG00000111262.6,ENSG00000182255.7,ENSG00000177272.9,ENSG00000177301.16,ENSG00000151079.7,ENSG00000130037.5
1299	3	2	3	evm.model.000057F_arrow_pilon.61.update	ENSG00000150457.9,ENSG00000131023.13
1300	3	2	3	evm.model.000726F_arrow_pilon.6.update	ENSG00000142687.18,ENSG00000137261.15
1301	4	2	4	evm.model.000236F_arrow_pilon.26.update	ENSG00000183960.9,ENSG00000089558.9,ENSG00000135519.8
1302	2	2	2	evm.model.000003F_arrow_pilon.40.update	ENSG00000147799.12
1303	5	2	5	evm.model.000210F_arrow_pilon.5.update	ENSG00000072163.20,ENSG00000169756.16,ENSG00000256671.7,ENSG00000256977.13
1304	3	2	3	evm.model.000763F_arrow_pilon.24.update	ENSG00000145780.8,ENSG00000141965.5
1305	2	2	2	evm.model.000034F_arrow_pilon.84.update	ENSG00000171723.16
1306	2	2	2	evm.model.000316F_arrow_pilon.5.update	ENSG00000140525.19
1307	3	2	3	evm.model.000041F_arrow_pilon.49.update	ENSG00000144228.9,ENSG00000121067.19
1308	3	2	3	evm.model.000010F_arrow_pilon.92.update1,evm.model.000010F_arrow_pilon.92.update2	ENSG00000136504.13
1309	2	2	2	evm.model.000127F_arrow_pilon.24.update	ENSG00000119943.13
1310	11	2	11	MSTRG.16467.update	ENSG00000273943.4,ENSG00000275979.4,ENSG00000274176.4,ENSG00000276082.4,ENSG00000274616.4,ENSG00000277615.4,ENSG00000277114.4,ENSG00000274941.4,ENSG00000277600.4,ENSG00000088038.19
1311	2	2	2	evm.TU.000162F_arrow_pilon.9	ENSG00000001036.14
1312	3	2	3	evm.model.000514F_arrow_pilon.10.update,evm.model.000117F_arrow_pilon.38.update	ENSG00000113492.14
1313	3	2	3	evm.model.000059F_arrow_pilon.41.update	ENSG00000179918.19,ENSG00000086475.15
1314	2	2	2	evm.model.000148F_arrow_pilon.10.update	ENSG00000147576.17
1315	2	2	2	evm.model.000016F_arrow_pilon.35.update	ENSG00000138604.10
1316	3	2	3	evm.model.000345F_arrow_pilon.11.update,evm.model.000345F_arrow_pilon.12.update	ENSG00000102699.6
1317	7	2	7	evm.model.000177F_arrow_pilon.36.update,evm.model.000057F_arrow_pilon.80_evm.model.000057F_arrow_pilon.81.update,evm.model.000027F_arrow_pilon.42.update,evm.TU.000100F_arrow_pilon.12,evm.model.000210F_arrow_pilon.17.update	ENSG00000104879.5,ENSG00000166165.14
1318	5	2	5	evm.model.000070F_arrow_pilon.10.1.update	ENSG00000135316.19,ENSG00000271793.2,ENSG00000125944.21,ENSG00000282958.5
1319	2	2	2	evm.model.000759F_arrow_pilon.4.update	ENSG00000103257.9
1320	2	2	2	evm.model.000026F_arrow_pilon.48.1.update	ENSG00000093217.11
1321	4	2	4	evm.model.000542F_arrow_pilon.3.update,evm.TU.000465F_arrow_pilon.14	ENSG00000113712.19,ENSG00000180138.7
1322	3	2	3	evm.model.000103F_arrow_pilon.2.update	ENSG00000010404.18,ENSG00000241489.8
1323	3	2	3	evm.model.000014F_arrow_pilon.46.update	ENSG00000144909.8,ENSG00000144645.15
1324	2	2	2	evm.model.000000F_arrow_pilon.100.update	ENSG00000025796.14
1325	3	2	3	evm.model.000158F_arrow_pilon.3.update,evm.model.000084F_arrow_pilon.15.update	ENSG00000166855.9
1326	3	2	3	evm.model.000500F_arrow_pilon.2.update	ENSG00000114867.22,ENSG00000075151.24
1327	2	2	2	evm.model.000287F_arrow_pilon.5.update	ENSG00000070748.19
1328	2	2	2	evm.model.000100F_arrow_pilon.31.update	ENSG00000087087.20
1329	2	2	2	evm.model.000063F_arrow_pilon.24.update	ENSG00000100359.21
1330	2	2	2	evm.model.000082F_arrow_pilon.28.update	ENSG00000138663.9
1331	2	2	2	evm.model.000043F_arrow_pilon.29.1.update	ENSG00000171759.10
1332	2	2	2	evm.model.000244F_arrow_pilon.2.update	ENSG00000172456.18
1333	3	2	3	evm.model.000307F_arrow_pilon.16.update,evm.model.000419F_arrow_pilon.4.update	ENSG00000011083.9
1334	2	2	2	evm.model.000081F_arrow_pilon.33.update	ENSG00000104687.14
1335	3	2	3	evm.model.000014F_arrow_pilon.89.update	ENSG00000026036.22,ENSG00000258366.11
1336	6	2	6	evm.model.000686F_arrow_pilon.7.update	ENSG00000103226.19,ENSG00000185164.15,ENSG00000103512.16,ENSG00000274779.4,ENSG00000278087.4
1337	2	2	2	evm.model.000016F_arrow_pilon.38.update	ENSG00000137200.13
1338	3	2	3	evm.model.000435F_arrow_pilon.10.update	ENSG00000107625.14,ENSG00000165732.14
1339	3	2	3	evm.model.000001F_arrow_pilon.45.update	ENSG00000144724.20,ENSG00000106278.12
1340	2	2	2	evm.model.000137F_arrow_pilon.28.update	ENSG00000137055.15
1341	2	2	2	evm.model.000004F_arrow_pilon.43.update	ENSG00000134371.14
1342	2	2	2	evm.model.000886F_arrow_pilon.1.update	ENSG00000070214.16
1343	2	2	2	evm.model.000197F_arrow_pilon.46.1.update	ENSG00000109805.10
1344	2	2	2	evm.model.001042F_arrow_pilon.1.update	ENSG00000135821.19
1345	2	2	2	evm.model.000121F_arrow_pilon.30.update	ENSG00000165688.12
1346	2	2	2	evm.model.000184F_arrow_pilon.9.update	ENSG00000107882.12
1347	3	2	3	evm.model.000232F_arrow_pilon.2.update	ENSG00000250151.9,ENSG00000214021.17
1348	3	2	3	evm.model.000382F_arrow_pilon.11.update	ENSG00000255730.5,ENSG00000248098.12
1349	2	2	2	evm.model.000204F_arrow_pilon.19.update	ENSG00000047410.14
1350	2	2	2	evm.model.000405F_arrow_pilon.7.update	ENSG00000109618.13
1351	3	2	3	evm.model.000202F_arrow_pilon.25.update	ENSG00000066056.14,ENSG00000120156.22
1352	3	2	3	evm.model.000045F_arrow_pilon.39.2.update	ENSG00000163637.13,ENSG00000139174.12
1353	2	2	2	evm.model.000087F_arrow_pilon.55.update	ENSG00000100350.16
1354	2	2	2	evm.model.000070F_arrow_pilon.40.update	ENSG00000188986.9
1355	2	2	2	evm.model.000260F_arrow_pilon.4.update	ENSG00000154240.17
1356	2	2	2	MSTRG.7464.update	ENSG00000157856.12
1357	2	2	2	evm.model.000030F_arrow_pilon.16.update	ENSG00000123992.20
1358	7	2	7	evm.model.000216F_arrow_pilon.7.update,evm.model.000082F_arrow_pilon.19.update,evm.model.000430F_arrow_pilon.3.update	ENSG00000114268.12,ENSG00000170525.21,ENSG00000158571.11,ENSG00000123836.15
1359	3	2	3	evm.TU.000057F_arrow_pilon.70	ENSG00000140403.13,ENSG00000086061.16
1360	2	2	2	evm.model.000075F_arrow_pilon.6.update	ENSG00000174804.4
1361	4	2	4	MSTRG.6944.update,evm.TU.000228F_arrow_pilon.21,evm.model.000003F_arrow_pilon.108.update	ENSG00000115361.8
1362	6	2	6	evm.model.000001F_arrow_pilon.156.1.update,evm.TU.000246F_arrow_pilon.39	ENSG00000068078.20,ENSG00000066468.24,ENSG00000077782.22,ENSG00000160867.15
1363	2	2	2	evm.TU.000429F_arrow_pilon.6	ENSG00000135966.13
1364	3	2	3	evm.model.000001F_arrow_pilon.167.update,evm.model.000246F_arrow_pilon.28.update	ENSG00000162298.19
1365	2	2	2	evm.model.000002F_arrow_pilon.11.update	ENSG00000138592.14
1366	2	2	2	evm.model.000178F_arrow_pilon.6.update	ENSG00000180902.18
1367	2	2	2	evm.model.000060F_arrow_pilon.43.update	ENSG00000135541.22
1368	2	2	2	evm.model.000021F_arrow_pilon.25.update	ENSG00000130669.17
1369	2	2	2	evm.TU.000009F_arrow_pilon.87	ENSG00000105819.14
1370	2	2	2	evm.model.000713F_arrow_pilon.7.update	ENSG00000138346.15
1371	6	2	6	evm.model.000073F_arrow_pilon.57.update,evm.TU.000073F_arrow_pilon.58,evm.TU.000404F_arrow_pilon.10	ENSG00000256870.3,ENSG00000262217.3,ENSG00000148942.15
1372	4	2	4	evm.model.000111F_arrow_pilon.9.update,evm.model.000029F_arrow_pilon.46.update	ENSG00000112972.15,ENSG00000134240.12
1373	4	2	4	evm.model.000155F_arrow_pilon.4.update	ENSG00000109339.24,ENSG00000107643.17,ENSG00000050748.18
1374	4	2	4	evm.model.000414F_arrow_pilon.14.update	ENSG00000148110.17,ENSG00000283761.1,ENSG00000156875.14
1375	2	2	2	evm.model.000021F_arrow_pilon.100.update	ENSG00000124587.14
1376	2	2	2	evm.model.000205F_arrow_pilon.36.update	ENSG00000100029.18
1377	3	2	3	MSTRG.17532.update,evm.model.000027F_arrow_pilon.6.update	ENSG00000112294.14
1378	3	2	3	evm.model.000435F_arrow_pilon.2.update	ENSG00000080007.8,ENSG00000184735.7
1379	3	2	3	evm.model.000301F_arrow_pilon.25.update	ENSG00000147434.9,ENSG00000080644.16
1380	2	2	2	evm.model.000072F_arrow_pilon.25.update	ENSG00000169018.6
1381	2	2	2	evm.model.000055F_arrow_pilon.58.update	ENSG00000063244.13
1382	2	2	2	evm.model.000058F_arrow_pilon.40.update	ENSG00000137821.12
1383	2	2	2	evm.model.000019F_arrow_pilon.80.update	ENSG00000131044.18
1384	4	2	4	evm.TU.000634F_arrow_pilon.4	ENSG00000277131.4,ENSG00000142606.16,ENSG00000196549.13
1385	4	2	4	evm.model.000023F_arrow_pilon.26.update	ENSG00000237289.10,ENSG00000223572.10,ENSG00000131730.16
1386	2	2	2	evm.model.000347F_arrow_pilon.27.update	ENSG00000135249.8
1387	2	2	2	MSTRG.16074.update	ENSG00000142784.16
1388	3	2	3	MSTRG.2319.update	ENSG00000229937.9,ENSG00000101911.13
1389	3	2	3	evm.model.000218F_arrow_pilon.8.update	ENSG00000111271.15,ENSG00000240303.8
1390	2	2	2	evm.model.000025F_arrow_pilon.67.update	ENSG00000115486.13
1391	4	2	4	evm.model.000269F_arrow_pilon.5.update1,evm.model.000269F_arrow_pilon.5.update2	ENSG00000023228.14,ENSG00000283447.2
1392	2	2	2	MSTRG.14261.update	ENSG00000108592.17
1393	3	2	3	evm.TU.000071F_arrow_pilon.11	ENSG00000163935.14,ENSG00000198879.13
1394	5	2	5	evm.model.000166F_arrow_pilon.33.update	ENSG00000157349.17,ENSG00000260537.2,ENSG00000168872.17,ENSG00000109832.14
1395	2	2	2	evm.model.000035F_arrow_pilon.60.update	ENSG00000142731.11
1396	3	2	3	evm.model.000131F_arrow_pilon.8.update	ENSG00000155465.20,ENSG00000103064.15
1397	2	2	2	evm.model.000334F_arrow_pilon.19.update	ENSG00000213380.16
1398	4	2	4	evm.model.000278F_arrow_pilon.33.update	ENSG00000082014.17,ENSG00000108604.17,ENSG00000066117.15
1399	4	2	4	evm.TU.000592F_arrow_pilon.5	ENSG00000164308.17,ENSG00000113441.16,ENSG00000164307.13
1400	4	2	4	evm.model.000004F_arrow_pilon.4.update,evm.TU.000067F_arrow_pilon.72	ENSG00000131781.13,ENSG00000094963.14
1401	2	2	2	evm.model.000032F_arrow_pilon.42.update	ENSG00000047249.18
1402	4	2	4	evm.model.000028F_arrow_pilon.34.update	ENSG00000004975.12,ENSG00000161202.20,ENSG00000107404.21
1403	2	2	2	evm.model.000093F_arrow_pilon.37.update	ENSG00000143643.13
1404	2	2	2	evm.model.000035F_arrow_pilon.66.update	ENSG00000169359.16
1405	2	2	2	evm.model.000482F_arrow_pilon.13.update	ENSG00000076604.16
1406	3	2	3	evm.model.000323F_arrow_pilon.15.update,evm.model.000230F_arrow_pilon.5.update	ENSG00000100024.15
1407	2	2	2	evm.model.000076F_arrow_pilon.63.update	ENSG00000166816.15
1408	2	2	2	evm.model.000463F_arrow_pilon.7.update	ENSG00000115233.12
1409	4	2	4	evm.model.000370F_arrow_pilon.13.update	ENSG00000157764.14,ENSG00000132155.14,ENSG00000078061.14
1410	2	2	2	evm.model.000266F_arrow_pilon.23.update	ENSG00000143149.13
1411	2	2	2	evm.model.000004F_arrow_pilon.50.update	ENSG00000130707.18
1412	2	2	2	evm.model.000214F_arrow_pilon.29.1.update	ENSG00000168385.18
1413	2	2	2	evm.model.000015F_arrow_pilon.79.update	ENSG00000221955.11
1414	2	2	2	evm.model.000418F_arrow_pilon.22.update	ENSG00000239900.14
1415	3	2	3	evm.model.000390F_arrow_pilon.2.update	ENSG00000134955.12,ENSG00000160190.14
1416	3	2	3	evm.model.000055F_arrow_pilon.61.update,evm.model.000116F_arrow_pilon.43.update	ENSG00000152670.19
1417	3	2	3	evm.model.000037F_arrow_pilon.32.update,evm.model.000005F_arrow_pilon.63.update	ENSG00000108344.15
1418	3	2	3	evm.model.000047F_arrow_pilon.6.update	ENSG00000035687.10,ENSG00000185100.11
1419	2	2	2	evm.model.000987F_arrow_pilon.2.update	ENSG00000110514.19
1420	2	2	2	evm.model.000035F_arrow_pilon.74.update	ENSG00000161040.17
1421	2	2	2	evm.TU.000342F_arrow_pilon.13	ENSG00000188039.16
1422	2	2	2	evm.model.000103F_arrow_pilon.16.update	ENSG00000159720.13
1423	3	2	3	MSTRG.2020.update,MSTRG.477.update	ENSG00000047578.14
1424	2	2	2	evm.model.000171F_arrow_pilon.23.update	ENSG00000111816.8
1425	5	2	5	evm.model.000048F_arrow_pilon.49.update,evm.model.000048F_arrow_pilon.51.update2	ENSG00000120318.16,ENSG00000186635.15,ENSG00000047365.13
1426	2	2	2	evm.model.000143F_arrow_pilon.51.update	ENSG00000166333.14
1427	3	2	3	evm.model.000018F_arrow_pilon.77.update	ENSG00000119698.12,ENSG00000278326.4
1428	3	2	3	evm.TU.000691F_arrow_pilon.1	ENSG00000110844.14,ENSG00000196504.19
1429	3	2	3	evm.model.000136F_arrow_pilon.47.update,evm.model.000236F_arrow_pilon.6.update	ENSG00000132199.20
1430	2	2	2	evm.model.000010F_arrow_pilon.25.1.update	ENSG00000105323.18
1431	4	2	4	evm.model.000054F_arrow_pilon.7.update,evm.model.000407F_arrow_pilon.20.update	ENSG00000048392.13,ENSG00000171848.16
1432	2	2	2	evm.model.000147F_arrow_pilon.50.update	ENSG00000159593.15
1433	3	2	3	evm.TU.000556F_arrow_pilon.5	ENSG00000100033.17,ENSG00000277196.4
1434	3	2	3	evm.model.000446F_arrow_pilon.28.update	ENSG00000108946.16,ENSG00000188191.15
1435	2	2	2	evm.model.000087F_arrow_pilon.21.update	ENSG00000152684.11
1436	2	2	2	evm.model.000001F_arrow_pilon.73.update	ENSG00000064102.15
1437	3	2	3	evm.model.000024F_arrow_pilon.78.update,evm.model.000024F_arrow_pilon.77.update1	ENSG00000197321.16
1438	5	2	5	evm.model.000210F_arrow_pilon.20.update	ENSG00000131584.19,ENSG00000072818.12,ENSG00000114331.16,ENSG00000288169.1
1439	2	2	2	evm.model.000392F_arrow_pilon.7.update	ENSG00000165819.12
1440	3	2	3	evm.model.000208F_arrow_pilon.34.update	ENSG00000126457.22,ENSG00000111218.12
1441	2	2	2	evm.model.000160F_arrow_pilon.18.update	ENSG00000171962.18
1442	2	2	2	evm.model.000231F_arrow_pilon.25.update	ENSG00000163781.14
1443	3	2	3	evm.model.000404F_arrow_pilon.13.update	ENSG00000275837.3,ENSG00000099956.20
1444	3	2	3	evm.model.000129F_arrow_pilon.30.update	ENSG00000155506.19,ENSG00000138709.19
1445	2	2	2	evm.model.000127F_arrow_pilon.40.1.update	ENSG00000101052.13
1446	3	2	3	evm.model.000054F_arrow_pilon.10.update,evm.model.000407F_arrow_pilon.18.update	ENSG00000121022.14
1447	2	2	2	evm.model.000231F_arrow_pilon.40.update	ENSG00000136807.14
1448	3	2	3	evm.model.000144F_arrow_pilon.22.update	ENSG00000112062.11,ENSG00000185386.15
1449	2	2	2	evm.model.000224F_arrow_pilon.20.update	ENSG00000197859.11
1450	2	2	2	evm.model.000221F_arrow_pilon.37.1.update	ENSG00000163902.12
1451	2	2	2	evm.model.000498F_arrow_pilon.30.update	ENSG00000086589.12
1452	4	2	4	evm.model.000050F_arrow_pilon.3.update,evm.model.000101F_arrow_pilon.1.update	ENSG00000065060.18,ENSG00000111647.13
1453	4	2	4	evm.model.000051F_arrow_pilon.37.update,evm.model.000051F_arrow_pilon.36.update	ENSG00000100985.7,ENSG00000087245.13
1454	2	2	2	evm.model.000736F_arrow_pilon.10.update	ENSG00000100116.17
1455	2	2	2	evm.model.000113F_arrow_pilon.23.update	ENSG00000070495.15
1456	2	2	2	evm.model.000063F_arrow_pilon.48.update	ENSG00000019995.6
1457	2	2	2	evm.TU.000412F_arrow_pilon.19	ENSG00000100206.11
1458	2	2	2	evm.model.000316F_arrow_pilon.16.update	ENSG00000014123.10
1459	3	2	3	evm.model.000042F_arrow_pilon.31.1.update	ENSG00000185046.20,ENSG00000064999.15
1460	3	2	3	evm.model.000067F_arrow_pilon.49.update	ENSG00000130876.11,ENSG00000092068.21
1461	2	2	2	MSTRG.12296.update	ENSG00000128602.11
1462	5	2	5	evm.model.001388F_arrow_pilon.1.update1,evm.model.001388F_arrow_pilon.1.update2	ENSG00000010671.17,ENSG00000113263.13,ENSG00000135605.13
1463	2	2	2	evm.model.000144F_arrow_pilon.21.update	ENSG00000184445.12
1464	3	2	3	evm.model.000023F_arrow_pilon.17.update	ENSG00000213614.11,ENSG00000049860.14
1465	2	2	2	evm.model.000080F_arrow_pilon.25.update	ENSG00000179057.14
1466	2	2	2	evm.model.000743F_arrow_pilon.5.update	ENSG00000136143.16
1467	2	2	2	evm.model.000279F_arrow_pilon.35.update	ENSG00000196865.4
1468	4	2	4	evm.TU.000607F_arrow_pilon.5	ENSG00000257594.4,ENSG00000119514.7,ENSG00000259075.6
1469	2	2	2	evm.model.000082F_arrow_pilon.11.update	ENSG00000092094.11
1470	2	2	2	evm.model.000258F_arrow_pilon.33.1.update	ENSG00000106688.12
1471	2	2	2	evm.model.000034F_arrow_pilon.2.update	ENSG00000156471.13
1472	4	2	4	evm.model.000052F_arrow_pilon.13.update,evm.model.000011F_arrow_pilon.25.update	ENSG00000143514.17,ENSG00000088808.18
1473	2	2	2	evm.model.000187F_arrow_pilon.5.update	ENSG00000036054.13
1474	3	2	3	evm.model.000089F_arrow_pilon.9.update	ENSG00000099381.19,ENSG00000139718.12
1475	3	2	3	evm.model.000249F_arrow_pilon.28.update	ENSG00000172939.9,ENSG00000198648.11
1476	3	2	3	evm.model.000260F_arrow_pilon.30.update,evm.TU.000299F_arrow_pilon.6	ENSG00000206557.6
1477	3	2	3	evm.model.000066F_arrow_pilon.52.update	ENSG00000104643.10,ENSG00000285032.2
1478	4	2	4	evm.model.000108F_arrow_pilon.1.update,evm.model.000089F_arrow_pilon.3.update	ENSG00000176406.23,ENSG00000079841.19
1479	3	2	3	evm.model.000108F_arrow_pilon.60.update	ENSG00000115694.15,ENSG00000102572.15
1480	2	2	2	evm.TU.000042F_arrow_pilon.16	ENSG00000110321.19
1481	2	2	2	MSTRG.2866.update	ENSG00000137198.10
1482	2	2	2	evm.model.000082F_arrow_pilon.41.update	ENSG00000168116.14
1483	2	2	2	evm.model.000168F_arrow_pilon.23.update	ENSG00000132383.12
1484	2	2	2	evm.model.000370F_arrow_pilon.11.update	ENSG00000127463.16
1485	4	2	4	evm.model.000004F_arrow_pilon.70.4.update	ENSG00000134215.16,ENSG00000160293.17,ENSG00000141968.8
1486	4	2	4	evm.model.000010F_arrow_pilon.21.update,evm.model.000199F_arrow_pilon.22.update	ENSG00000139631.20,ENSG00000144644.15
1487	2	2	2	evm.TU.000065F_arrow_pilon.9	ENSG00000073146.16
1488	4	2	4	evm.model.000236F_arrow_pilon.30.update,evm.model.000003F_arrow_pilon.129.update,evm.model.000003F_arrow_pilon.130.update	ENSG00000107165.13
1489	2	2	2	evm.model.000519F_arrow_pilon.8.update	ENSG00000171551.12
1490	3	2	3	MSTRG.17820.update,MSTRG.17821.update	ENSG00000111640.15
1491	2	2	2	evm.model.000090F_arrow_pilon.40_evm.model.000090F_arrow_pilon.41.update	ENSG00000146433.10
1492	2	2	2	evm.model.000059F_arrow_pilon.68.update	ENSG00000164087.8
1493	2	2	2	evm.model.000128F_arrow_pilon.7.update	ENSG00000151498.12
1494	2	2	2	evm.model.000062F_arrow_pilon.36.update	ENSG00000179104.9
1495	3	2	3	evm.model.000313F_arrow_pilon.40.update	ENSG00000141480.18,ENSG00000137486.17
1496	4	2	4	evm.model.000003F_arrow_pilon.79.update	ENSG00000261893.5,ENSG00000179335.20,ENSG00000176444.19
1497	2	2	2	evm.model.000028F_arrow_pilon.71.update	ENSG00000106290.16
1498	2	2	2	evm.model.000488F_arrow_pilon.7.update	ENSG00000099219.15
1499	2	2	2	evm.model.000036F_arrow_pilon.54.update	ENSG00000170145.5
1500	3	2	3	evm.model.000197F_arrow_pilon.43.update	ENSG00000159692.16,ENSG00000175029.17
1501	5	2	5	evm.model.000713F_arrow_pilon.3.update	ENSG00000145819.18,ENSG00000165895.19,ENSG00000079482.14,ENSG00000071205.12
1502	2	2	2	evm.model.000034F_arrow_pilon.17.update	ENSG00000262655.4
